KEY,KEY_HOUSE,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q1_8,Q1_9,Q1_10,Q1_11,Q1_9997,Q1_9997_TXT,Q1_9998,Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_5_TXT,Q3_9999,Q3_9999_TXT,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9998,Q5,WT1,D_AGE,D_INC,D_AREA1,SIDO1,SIDO2
110105300501,11010530050103,1.0,,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,4,1608.3024054982818,5,3,1,1,1
110105300501,11010530050106,1.0,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,9,1608.3024054982818,4,5,1,1,1
110105300501,11010530050109,1.0,,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,6,1608.3024054982818,5,5,1,1,1
110105300501,11010530050112,1.0,,,4.0,,6.0,,8.0,,10.0,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,7,1608.3024054982818,2,5,1,1,1
110105300501,11010530050115,1.0,,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,7,1608.3024054982818,3,5,1,1,1
110105300501,11010530050116,,,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,4.0,,,,,,,3,4.0,5.0,,,,,6,1608.3024054982818,3,5,1,1,1
110105300501,11010530050128,1.0,,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,6,1608.3024054982818,5,5,1,1,1
110105300501,11010530050137,,,,4.0,,6.0,,8.0,,10.0,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,7,1608.3024054982818,4,5,1,1,1
110105300501,11010530050146,1.0,,,4.0,,6.0,,8.0,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,7,1608.3024054982818,4,5,1,1,1
110105300501,11010530050182,,,,4.0,,6.0,,8.0,,10.0,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,8,1608.3024054982818,3,5,1,1,1
11010570045A,11010570045A02,1.0,2.0,,4.0,,6.0,,8.0,,10.0,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,7,1588.8555555555556,3,5,1,1,1
11010570045A,11010570045A05,1.0,,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,6,1588.8555555555556,5,5,1,1,1
11010570045A,11010570045A09,1.0,2.0,,4.0,,6.0,7.0,8.0,,,,,,,1,1.0,2.0,3.0,4.0,,,,,,,3,4.0,5.0,,,8.0,,8,1588.8555555555556,5,5,1,1,1
11010570045A,11010570045A10,,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,5,1588.8555555555556,5,4,1,1,1
11010570045A,11010570045A14,,,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,5,1588.8555555555556,5,4,1,1,1
11010570045A,11010570045A17,,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,4,1588.8555555555556,5,3,1,1,1
11010570045A,11010570045A18,,,,4.0,,6.0,,8.0,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,6,1588.8555555555556,4,5,1,1,1
11010570045A,11010570045A19,1.0,,,4.0,,6.0,,8.0,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,6.0,,8.0,,6,1588.8555555555556,4,5,1,1,1
11010570045A,11010570045A33,1.0,,,4.0,,6.0,,8.0,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,6.0,,8.0,,8,1588.8555555555556,5,5,1,1,1
11010570045A,11010570045A57,1.0,2.0,,4.0,,6.0,7.0,8.0,,,,,,,1,1.0,2.0,3.0,4.0,,,,,,,3,4.0,5.0,,,8.0,,9,1588.8555555555556,5,5,1,1,1
110106900391,11010690039103,1.0,,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,6,1608.3024054982818,4,5,1,1,1
110106900391,11010690039107,,,,4.0,,6.0,7.0,,,,,,,,1,,2.0,3.0,,,,,,,,3,,,6.0,,,,2,1608.3024054982818,5,1,1,1,1
110106900391,11010690039111,1.0,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,6,1608.3024054982818,4,5,1,1,1
110106900391,11010690039115,1.0,,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,4,1608.3024054982818,4,3,1,1,1
110106900391,11010690039116,,,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,3,1608.3024054982818,5,2,1,1,1
110106900391,11010690039117,1.0,,,4.0,,6.0,7.0,8.0,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,6,1608.3024054982818,3,5,1,1,1
110106900391,11010690039123,,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,3,1608.3024054982818,5,2,1,1,1
110106900391,11010690039124,1.0,,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,4,1608.3024054982818,5,3,1,1,1
110106900391,11010690039141,1.0,2.0,,4.0,,6.0,7.0,,,,,,,,1,1.0,2.0,3.0,4.0,,,,,,,3,4.0,5.0,,,,,10,1608.3024054982818,5,5,1,1,1
110106900391,11010690039173,,,,4.0,,6.0,,8.0,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,8,1608.3024054982818,4,5,1,1,1
110107301151,11010730115103,1.0,,,4.0,,6.0,,8.0,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,4,1608.3024054982818,5,3,1,1,1
110107301151,11010730115112,1.0,,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,7,1608.3024054982818,4,5,1,1,1
110107301151,11010730115116,,,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,5,1608.3024054982818,4,4,1,1,1
110107301151,11010730115124,,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,6,1608.3024054982818,3,5,1,1,1
110107301151,11010730115125,1.0,,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,6,1608.3024054982818,3,5,1,1,1
110107301151,11010730115126,,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,3,1608.3024054982818,5,2,1,1,1
110107301151,11010730115130,1.0,,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,5,1608.3024054982818,2,4,1,1,1
110107301151,11010730115133,1.0,2.0,,4.0,,6.0,,8.0,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,7,1608.3024054982818,4,5,1,1,1
110107301151,11010730115134,1.0,,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,4.0,,,,,,,3,4.0,5.0,,,,,6,1608.3024054982818,4,5,1,1,1
110107301151,11010730115165,,,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,6,1608.3024054982818,4,5,1,1,1
110206500051,11020650005104,1.0,2.0,3.0,,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,,,,,7,1608.3024054982818,4,5,1,1,1
110206500051,11020650005107,,2.0,,,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,,,,,3,1608.3024054982818,1,2,1,1,1
110206500051,11020650005108,,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,6,1608.3024054982818,3,5,1,1,1
110206500051,11020650005111,1.0,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,6,1608.3024054982818,3,5,1,1,1
110206500051,11020650005116,1.0,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,6,1608.3024054982818,2,5,1,1,1
110206500051,11020650005120,,2.0,,,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,,,,,7,1608.3024054982818,2,5,1,1,1
110206500051,11020650005122,,2.0,,,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,6.0,,,,6,1608.3024054982818,3,5,1,1,1
110206500051,11020650005143,,2.0,,4.0,,6.0,7.0,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,6,1608.3024054982818,2,5,1,1,1
110206500051,11020650005150,1.0,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,,,,,6,1608.3024054982818,2,5,1,1,1
110206500051,11020650005164,1.0,2.0,,,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,,,,,3,1608.3024054982818,1,2,1,1,1
11020650069A,11020650069A01,1.0,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,4,1588.8555555555556,3,3,1,1,1
11020650069A,11020650069A04,1.0,2.0,,4.0,5.0,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,6,1588.8555555555556,2,5,1,1,1
11020650069A,11020650069A07,,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,6.0,,,,3,1588.8555555555556,2,2,1,1,1
11020650069A,11020650069A11,1.0,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,5,1588.8555555555556,4,4,1,1,1
11020650069A,11020650069A14,1.0,,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,3,1588.8555555555556,5,2,1,1,1
11020650069A,11020650069A17,1.0,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,6,1588.8555555555556,2,5,1,1,1
11020650069A,11020650069A19,1.0,2.0,3.0,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,6,1588.8555555555556,5,5,1,1,1
11020650069A,11020650069A41,1.0,,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,6.0,,,,4,1588.8555555555556,5,3,1,1,1
11020650069A,11020650069A57,,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,5,1588.8555555555556,3,4,1,1,1
11020650069A,11020650069A73,1.0,2.0,3.0,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,7,1588.8555555555556,4,5,1,1,1
110207000321,11020700032104,,2.0,,,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,,,,,3,1608.3024054982818,1,2,1,1,1
110207000321,11020700032107,1.0,2.0,3.0,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,7,1608.3024054982818,3,5,1,1,1
110207000321,11020700032115,,2.0,,4.0,,6.0,,8.0,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,4,1608.3024054982818,2,3,1,1,1
110207000321,11020700032123,1.0,2.0,3.0,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,7,1608.3024054982818,3,5,1,1,1
110207000321,11020700032129,1.0,2.0,,,,6.0,7.0,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,,,,,5,1608.3024054982818,3,4,1,1,1
110207000321,11020700032131,,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,6.0,,,,6,1608.3024054982818,3,5,1,1,1
110207000321,11020700032135,1.0,2.0,3.0,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,6.0,,,,4,1608.3024054982818,4,3,1,1,1
110207000321,11020700032143,,,3.0,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,4,1608.3024054982818,5,3,1,1,1
110207000321,11020700032150,,2.0,,,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,,,,,3,1608.3024054982818,1,2,1,1,1
110207000321,11020700032157,1.0,,3.0,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,4,1608.3024054982818,4,3,1,1,1
11020710095A,11020710095A03,1.0,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,4,1588.8555555555556,3,3,1,1,1
11020710095A,11020710095A06,1.0,2.0,,4.0,,6.0,,8.0,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,7,1588.8555555555556,3,5,1,1,1
11020710095A,11020710095A07,1.0,2.0,3.0,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,6,1588.8555555555556,4,5,1,1,1
11020710095A,11020710095A09,,2.0,,,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,,,,,4,1588.8555555555556,2,3,1,1,1
11020710095A,11020710095A12,1.0,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,4,1588.8555555555556,4,3,1,1,1
11020710095A,11020710095A17,1.0,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,6,1588.8555555555556,3,5,1,1,1
11020710095A,11020710095A19,1.0,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,6.0,,,,8,1588.8555555555556,2,5,1,1,1
11020710095A,11020710095A37,1.0,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,6,1588.8555555555556,3,5,1,1,1
11020710095A,11020710095A43,1.0,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,4,1588.8555555555556,2,3,1,1,1
11020710095A,11020710095A55,1.0,,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,6.0,,,,4,1588.8555555555556,5,3,1,1,1
110305101271,11030510127105,,2.0,3.0,,,6.0,7.0,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,6.0,,,,7,1608.3024054982818,4,5,1,1,1
110305101271,11030510127109,1.0,,3.0,4.0,,6.0,7.0,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,6,1608.3024054982818,3,5,1,1,1
110305101271,11030510127114,1.0,2.0,3.0,4.0,,6.0,7.0,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,7,1608.3024054982818,2,5,1,1,1
110305101271,11030510127121,,2.0,,4.0,,6.0,7.0,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,7,1608.3024054982818,4,5,1,1,1
110305101271,11030510127125,,,3.0,,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,6.0,,,,3,1608.3024054982818,5,2,1,1,1
110305101271,11030510127132,1.0,2.0,,4.0,,6.0,7.0,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,6,1608.3024054982818,3,5,1,1,1
110305101271,11030510127133,1.0,2.0,,4.0,,6.0,7.0,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,7,1608.3024054982818,3,5,1,1,1
110305101271,11030510127141,1.0,,3.0,4.0,,6.0,7.0,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,6.0,,,,6,1608.3024054982818,4,5,1,1,1
110305101271,11030510127157,,,3.0,,,6.0,7.0,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,6.0,,,,3,1608.3024054982818,4,2,1,1,1
110305101271,11030510127173,,,3.0,,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,6.0,,,,2,1608.3024054982818,5,1,1,1,1
110305900071,11030590007104,1.0,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,6,1608.3024054982818,3,5,1,1,1
110305900071,11030590007107,,2.0,,,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,,,,,3,1608.3024054982818,1,2,1,1,1
110305900071,11030590007109,1.0,2.0,,,,6.0,7.0,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,,,,,3,1608.3024054982818,2,2,1,1,1
110305900071,11030590007112,1.0,,3.0,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,4,1608.3024054982818,5,3,1,1,1
110305900071,11030590007116,1.0,2.0,,,,6.0,7.0,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,,,,,6,1608.3024054982818,2,5,1,1,1
110305900071,11030590007121,1.0,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,,,,,5,1608.3024054982818,4,4,1,1,1
110305900071,11030590007125,,,,,,6.0,,,,,,,,,1,,2.0,3.0,,,,,,1.0,,3,,,6.0,,,,3,1608.3024054982818,5,2,1,1,1
110305900071,11030590007141,1.0,2.0,,,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,,,,,4,1608.3024054982818,3,3,1,1,1
110305900071,11030590007157,,2.0,,,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,,,,,4,1608.3024054982818,5,3,1,1,1
110305900071,11030590007173,1.0,2.0,3.0,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,6,1608.3024054982818,4,5,1,1,1
11030630140A,11030630140A02,1.0,2.0,,4.0,,6.0,7.0,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,6.0,,,,6,1588.8555555555556,4,5,1,1,1
11030630140A,11030630140A05,1.0,2.0,,4.0,,6.0,,8.0,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,6.0,,8.0,,6,1588.8555555555556,2,5,1,1,1
11030630140A,11030630140A10,1.0,2.0,,4.0,,6.0,7.0,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,6,1588.8555555555556,5,5,1,1,1
11030630140A,11030630140A13,1.0,2.0,,4.0,,6.0,7.0,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,7,1588.8555555555556,2,5,1,1,1
11030630140A,11030630140A22,1.0,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,8,1588.8555555555556,4,5,1,1,1
11030630140A,11030630140A24,1.0,2.0,,4.0,,6.0,,8.0,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,7,1588.8555555555556,2,5,1,1,1
11030630140A,11030630140A27,1.0,2.0,,4.0,,6.0,7.0,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,7,1588.8555555555556,2,5,1,1,1
11030630140A,11030630140A33,1.0,2.0,,4.0,,6.0,7.0,8.0,,10.0,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,8,1588.8555555555556,2,5,1,1,1
11030630140A,11030630140A38,,2.0,,4.0,,6.0,7.0,8.0,9.0,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,9,1588.8555555555556,4,5,1,1,1
11030630140A,11030630140A41,,2.0,,4.0,,6.0,7.0,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,7,1588.8555555555556,4,5,1,1,1
110307100121,11030710012103,,2.0,,,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,,,,,3,1608.3024054982818,1,2,1,1,1
110307100121,11030710012106,1.0,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,6.0,,,,4,1608.3024054982818,4,3,1,1,1
110307100121,11030710012107,1.0,2.0,,,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,,,,,3,1608.3024054982818,2,2,1,1,1
110307100121,11030710012110,1.0,,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,4,1608.3024054982818,3,3,1,1,1
110307100121,11030710012113,1.0,,,,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,,,,,4,1608.3024054982818,5,3,1,1,1
110307100121,11030710012116,1.0,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,6,1608.3024054982818,4,5,1,1,1
110307100121,11030710012120,1.0,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,8,1608.3024054982818,5,5,1,1,1
110307100121,11030710012131,,2.0,,,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,,,,,3,1608.3024054982818,5,2,1,1,1
110307100121,11030710012149,,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,7,1608.3024054982818,3,5,1,1,1
110307100121,11030710012161,,2.0,,,,6.0,7.0,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,,,,,6,1608.3024054982818,2,5,1,1,1
11030730057A,11030730057A02,1.0,,3.0,,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,6.0,,,,6,1588.8555555555556,1,5,1,1,1
11030730057A,11030730057A03,1.0,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,8,1588.8555555555556,4,5,1,1,1
11030730057A,11030730057A04,,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,6,1588.8555555555556,2,5,1,1,1
11030730057A,11030730057A06,1.0,,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,6,1588.8555555555556,2,5,1,1,1
11030730057A,11030730057A12,1.0,,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,1.0,,3,4.0,5.0,,,,,6,1588.8555555555556,3,5,1,1,1
11030730057A,11030730057A16,1.0,,,4.0,,6.0,7.0,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,7,1588.8555555555556,5,5,1,1,1
11030730057A,11030730057A25,1.0,2.0,,4.0,,6.0,7.0,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,6,1588.8555555555556,4,5,1,1,1
11030730057A,11030730057A31,1.0,2.0,3.0,,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,6.0,,,,7,1588.8555555555556,4,5,1,1,1
11030730057A,11030730057A37,1.0,2.0,3.0,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,6,1588.8555555555556,2,5,1,1,1
11030730057A,11030730057A43,,,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,6.0,,,,7,1588.8555555555556,3,5,1,1,1
110307301321,11030730132101,1.0,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,7,1608.3024054982818,5,5,1,1,1
110307301321,11030730132103,1.0,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,7,1608.3024054982818,4,5,1,1,1
110307301321,11030730132104,1.0,,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,7,1608.3024054982818,5,5,1,1,1
110307301321,11030730132106,1.0,,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,6,1608.3024054982818,5,5,1,1,1
110307301321,11030730132107,,,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,5,1608.3024054982818,4,4,1,1,1
110307301321,11030730132110,1.0,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,6,1608.3024054982818,1,5,1,1,1
110307301321,11030730132129,1.0,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,7,1608.3024054982818,1,5,1,1,1
110307301321,11030730132136,1.0,2.0,,4.0,,6.0,7.0,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,6,1608.3024054982818,4,5,1,1,1
110307301321,11030730132150,1.0,,3.0,,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,,,,,6,1608.3024054982818,3,5,1,1,1
110307301321,11030730132164,1.0,2.0,,4.0,,6.0,7.0,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,7,1608.3024054982818,4,5,1,1,1
11040520098A,11040520098A01,,2.0,,,,6.0,7.0,,,,,,,,1,1.0,2.0,3.0,4.0,,,,,1.0,,3,4.0,,,,,,3,1641.2727272727273,5,2,1,1,1
11040520098A,11040520098A02,,2.0,,,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,6.0,,,,3,1641.2727272727273,5,2,1,1,1
11040520098A,11040520098A04,,2.0,,4.0,5.0,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,6,1641.2727272727273,3,5,1,1,1
11040520098A,11040520098A06,1.0,2.0,,4.0,5.0,6.0,7.0,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,7,1641.2727272727273,4,5,1,1,1
11040520098A,11040520098A09,1.0,,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,5,1641.2727272727273,5,4,1,1,1
11040520098A,11040520098A12,,,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,4,1641.2727272727273,5,3,1,1,1
11040520098A,11040520098A14,1.0,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,6,1641.2727272727273,4,5,1,1,1
